,date,ML,Low_90,High_90
Liguria,2021-09-23,0.59,0.0,8.83
Liguria,2021-09-24,1.21,0.0,8.81
Liguria,2021-09-25,1.17,0.0,8.99
Liguria,2021-09-26,1.1300000000000001,0.0,9.120000000000001
Liguria,2021-09-27,1.1300000000000001,0.0,9.17
Liguria,2021-09-28,1.26,0.0,9.23
Liguria,2021-09-29,1.37,0.0,9.290000000000001
Liguria,2021-09-30,1.6400000000000001,0.0,9.3
Liguria,2021-10-01,1.73,0.0,9.44
Liguria,2021-10-02,1.75,0.0,9.65
Liguria,2021-10-03,1.54,0.0,9.94
Liguria,2021-10-04,1.33,0.0,10.120000000000001
Liguria,2021-10-05,1.12,0.0,10.23
Liguria,2021-10-06,0.89,0.0,10.290000000000001
Liguria,2021-10-07,0.68,0.0,10.26
Liguria,2021-10-08,0.68,0.0,10.23
Liguria,2021-10-09,0.6900000000000001,0.0,10.19
Liguria,2021-10-10,0.66,0.0,10.16
Liguria,2021-10-11,0.52,0.0,10.13
Liguria,2021-10-12,0.46,0.0,10.09
Liguria,2021-10-13,0.5,0.0,10.02
Liguria,2021-10-14,0.65,0.0,9.94
Liguria,2021-10-15,0.91,0.0,9.870000000000001
Liguria,2021-10-16,1.16,0.0,9.83
Liguria,2021-10-17,1.18,0.0,9.88
Liguria,2021-10-18,1.06,0.0,9.91
Liguria,2021-10-19,1.09,0.0,9.94
Liguria,2021-10-20,1.11,0.0,10.02
Liguria,2021-10-21,1.36,0.0,10.08
Liguria,2021-10-22,1.59,0.0,10.15
Liguria,2021-10-23,1.53,0.0,10.24
Liguria,2021-10-24,1.45,0.0,10.33
Liguria,2021-10-25,1.28,0.0,10.41
Liguria,2021-10-26,1.35,0.01,10.48
Liguria,2021-10-27,1.6300000000000001,0.0,10.51
Liguria,2021-10-28,1.87,0.0,10.57
Liguria,2021-10-29,1.8,0.02,10.65
Liguria,2021-10-30,1.57,0.02,10.68
Liguria,2021-10-31,1.4000000000000001,0.02,10.700000000000001
Liguria,2021-11-01,1.09,0.01,10.700000000000001
Liguria,2021-11-02,0.88,0.0,10.700000000000001
Liguria,2021-11-03,1.03,0.02,10.73
Liguria,2021-11-04,1.24,0.04,10.76
Liguria,2021-11-05,1.07,0.01,10.73
Liguria,2021-11-06,1.03,0.0,10.72
Liguria,2021-11-07,1.04,0.0,10.72
Liguria,2021-11-08,1.04,0.01,10.73
Liguria,2021-11-09,1.07,0.04,10.77
Liguria,2021-11-10,1.25,0.04,10.77
Liguria,2021-11-11,1.41,0.03,10.76
Liguria,2021-11-12,1.42,0.04,10.77
Liguria,2021-11-13,1.41,0.08,10.82
Liguria,2021-11-14,1.3900000000000001,0.14,10.89
Liguria,2021-11-15,1.34,0.23,10.99
Liguria,2021-11-16,1.36,0.15,10.91
Liguria,2021-11-17,1.41,0.32,11.09
Liguria,2021-11-18,1.33,0.18,10.950000000000001
Liguria,2021-11-19,1.26,0.37,11.15
Liguria,2021-11-20,1.19,0.32,11.1
Liguria,2021-11-21,1.12,0.27,11.05
Liguria,2021-11-22,1.07,0.24,11.02
Liguria,2021-11-23,1.08,0.23,11.01
Liguria,2021-11-24,1.1300000000000001,0.26,11.040000000000001
Liguria,2021-11-25,1.16,0.26,11.040000000000001
Liguria,2021-11-26,1.12,0.18,10.96
Liguria,2021-11-27,1.07,0.11,10.89
Liguria,2021-11-28,1.02,0.08,10.86
Liguria,2021-11-29,0.98,0.03,10.81
Liguria,2021-11-30,0.99,0.04,10.82
Liguria,2021-12-01,1.02,0.05,10.83
Liguria,2021-12-02,1.06,0.0,10.78
Liguria,2021-12-03,1.08,0.33,11.120000000000001
Liguria,2021-12-04,1.1,0.31,11.1
Liguria,2021-12-05,1.1,0.29,11.08
Liguria,2021-12-06,1.2,0.28,11.07
Liguria,2021-12-07,1.2,0.27,11.06
Liguria,2021-12-08,1.21,0.26,11.05
Liguria,2021-12-09,1.26,0.13,10.92
Liguria,2021-12-10,1.25,0.1,10.89
Liguria,2021-12-11,1.32,0.06,10.85
Liguria,2021-12-12,0.79,0.03,10.82
Liguria,2021-12-13,0.79,0.03,10.82
Liguria,2021-12-14,0.84,0.04,10.83
Liguria,2021-12-15,0.84,0.05,10.84
Liguria,2021-12-16,0.78,0.04,10.83
Liguria,2021-12-17,0.77,0.03,10.82
Liguria,2021-12-18,1.27,0.02,10.81
Liguria,2021-12-19,0.72,0.03,10.82
Liguria,2021-12-20,1.32,0.2,11.0
Liguria,2021-12-21,1.33,0.2,11.0
Liguria,2021-12-22,1.34,0.29,11.09
Liguria,2021-12-23,1.32,0.26,11.06
Liguria,2021-12-24,1.75,0.23,11.03
Liguria,2021-12-25,1.75,0.2,11.0
Liguria,2021-12-26,1.59,0.18,10.98
Liguria,2021-12-27,1.6600000000000001,0.16,10.96
Liguria,2021-12-28,1.7,0.14,10.94
Liguria,2021-12-29,1.7,0.13,10.93
Liguria,2021-12-30,1.7,0.35000000000000003,11.15
Marche,2021-01-01,2.0,0.5,5.54
Marche,2021-01-02,1.97,0.49,5.5200000000000005
Marche,2021-01-03,1.98,0.48,5.5
Marche,2021-01-04,1.94,0.5,5.5200000000000005
Marche,2021-01-05,1.9000000000000001,0.48,5.49
Marche,2021-01-06,1.84,0.5,5.51
Marche,2021-01-07,1.82,0.47000000000000003,5.47
Marche,2021-01-08,1.82,0.49,5.49
Marche,2021-01-09,1.82,0.48,5.48
Marche,2021-01-10,1.82,0.47000000000000003,5.47
Marche,2021-01-11,1.61,0.05,10.85
Marche,2021-01-12,1.56,0.42,11.23
Marche,2021-01-13,1.53,0.33,11.14
Marche,2021-01-14,1.5,0.26,11.07
Marche,2021-01-15,1.46,0.21,11.02
Marche,2021-01-16,0.0,0.16,10.97
Marche,2021-01-17,0.0,0.13,10.94
Marche,2021-01-18,0.0,0.09,10.9
Marche,2021-01-19,0.0,0.06,10.870000000000001
Marche,2021-01-20,4.78,1.2,12.0
Marche,2021-01-21,4.57,1.2,12.0
Marche,2021-01-22,4.57,1.21,12.0
Marche,2021-01-23,4.57,1.21,12.0
Marche,2021-01-24,4.57,1.16,11.950000000000001
Marche,2021-01-25,4.57,0.63,11.42
Marche,2021-01-26,4.57,0.0,10.78
Marche,2021-01-27,4.57,0.05,10.83
Marche,2021-01-28,0.33,0.05,10.83
Marche,2021-01-29,0.44,0.0,10.77
Marche,2021-01-30,0.42,0.02,10.8
Marche,2021-01-31,0.33,0.0,10.78
Marche,2021-02-01,0.25,0.0,10.78
Marche,2021-02-02,0.17,0.02,10.81
Marche,2021-02-03,0.16,0.02,10.81
Marche,2021-02-04,0.12,0.01,10.8
Marche,2021-02-05,0.04,0.0,10.790000000000001
Marche,2021-02-06,0.0,0.02,10.75
Marche,2021-02-07,0.0,0.02,10.700000000000001
Marche,2021-02-08,2.9,0.01,10.67
Marche,2021-02-09,4.11,0.03,10.69
Marche,2021-02-10,2.97,0.01,10.66
Marche,2021-02-11,2.79,0.03,10.68
Marche,2021-02-12,2.79,0.07,10.72
Marche,2021-02-13,2.79,0.0,10.64
Marche,2021-02-14,2.79,0.02,10.66
Marche,2021-02-15,2.79,0.04,10.68
Marche,2021-02-16,0.76,0.03,10.74
Marche,2021-02-17,0.5700000000000001,0.09,10.85
Marche,2021-02-18,0.5700000000000001,0.04,10.81
Marche,2021-02-19,0.61,0.09,10.870000000000001
Marche,2021-02-20,1.2,0.07,10.85
Marche,2021-02-21,1.09,0.06,10.84
Marche,2021-02-22,1.03,0.05,10.83
Marche,2021-02-23,1.1400000000000001,0.04,10.82
Marche,2021-02-24,1.21,0.05,10.83
Marche,2021-02-25,1.23,0.16,10.94
Marche,2021-02-26,1.2,0.5700000000000001,11.36
Marche,2021-02-27,1.19,0.22,11.01
Marche,2021-02-28,1.18,0.08,10.870000000000001
Marche,2021-03-01,1.1400000000000001,0.05,10.84
Marche,2021-03-02,1.07,0.05,10.84
Marche,2021-03-03,1.03,0.06,10.85
Marche,2021-03-04,1.1,0.07,10.86
Marche,2021-03-05,1.04,0.08,10.870000000000001
Marche,2021-03-06,0.61,0.0,10.78
Marche,2021-03-07,0.64,0.02,10.8
Marche,2021-03-08,0.55,0.03,10.81
Marche,2021-03-09,1.16,0.04,10.82
Marche,2021-03-10,1.31,0.07,10.85
Marche,2021-03-11,1.21,0.11,10.89
Marche,2021-03-12,1.27,0.1,10.88
Marche,2021-03-13,1.36,0.01,10.790000000000001
Marche,2021-03-14,1.34,0.09,10.88
Marche,2021-03-15,1.44,0.04,10.83
Marche,2021-03-16,1.47,0.0,10.790000000000001
Marche,2021-03-17,0.0,0.06,10.86
Marche,2021-03-18,1.68,0.03,10.78
Marche,2021-03-19,1.77,0.01,10.72
Marche,2021-03-20,1.93,0.03,10.71
Marche,2021-03-21,2.2600000000000002,0.0,10.65
Marche,2021-03-22,2.5,0.02,10.66
Marche,2021-03-23,2.38,0.0,10.620000000000001
Marche,2021-03-24,2.21,0.01,10.620000000000001
Marche,2021-03-25,2.18,0.01,10.61
Marche,2021-03-26,2.18,0.02,10.620000000000001
Marche,2021-03-27,2.18,0.02,10.620000000000001
Marche,2021-03-28,1.99,0.01,10.67
Marche,2021-03-29,2.04,0.02,10.73
Marche,2021-03-30,2.5100000000000002,0.0,10.74
Marche,2021-03-31,0.0,0.05,10.82
Marche,2021-04-01,0.0,0.02,10.8
Marche,2021-04-02,0.0,0.02,10.81
Marche,2021-04-03,0.0,0.03,10.83
Marche,2021-04-04,0.0,0.06,10.870000000000001
Marche,2021-04-05,0.0,0.06,10.870000000000001
Marche,2021-04-06,0.68,0.0,10.6
Marche,2021-04-07,2.38,0.0,10.370000000000001
Marche,2021-04-08,3.04,0.0,10.21
Marche,2021-04-09,2.5500000000000003,0.0,10.08
Marche,2021-04-10,2.2600000000000002,0.0,9.950000000000001
Marche,2021-04-11,1.93,0.0,9.83
Marche,2021-04-12,1.61,0.0,9.700000000000001
Marche,2021-04-13,1.34,0.0,9.55
Marche,2021-04-14,1.04,0.0,9.4
Marche,2021-04-15,0.72,0.0,9.24
Marche,2021-04-16,0.6900000000000001,0.0,9.82
Marche,2021-04-17,0.42,0.0,10.15
Marche,2021-04-18,0.18,0.0,10.31
Marche,2021-04-19,0.0,0.0,10.44
Marche,2021-04-20,0.0,0.0,10.540000000000001
Marche,2021-04-21,0.0,0.0,10.61
Marche,2021-04-22,0.0,0.01,10.69
Marche,2021-04-23,0.0,0.01,10.75
Marche,2021-04-24,0.0,0.03,10.81
Marche,2021-04-25,0.5,1.19,12.0
Marche,2021-04-26,0.5,1.19,12.0
Marche,2021-04-27,0.5,1.19,12.0
Marche,2021-04-28,5.39,0.21,10.89
Marche,2021-04-29,3.16,0.01,10.59
Marche,2021-04-30,2.0100000000000002,0.02,10.52
Marche,2021-05-01,1.61,0.01,10.41
Marche,2021-05-02,1.16,0.0,10.3
Marche,2021-05-03,0.61,0.0,10.22
Marche,2021-05-04,0.0,0.0,9.89
Marche,2021-05-05,0.0,0.0,9.89
Marche,2021-05-06,0.0,0.0,9.89
Marche,2021-05-07,0.0,0.0,9.89
Marche,2021-05-08,0.0,0.0,10.1
Marche,2021-05-09,0.0,0.0,10.27
Marche,2021-05-10,0.0,0.0,10.41
Marche,2021-05-11,0.0,0.0,10.53
Marche,2021-05-12,0.0,0.0,10.61
Marche,2021-05-13,0.0,0.0,10.67
Marche,2021-05-14,3.77,0.0,10.71
Marche,2021-05-15,3.09,0.03,10.67
Marche,2021-05-16,2.48,0.02,10.6
Marche,2021-05-17,1.9000000000000001,0.01,10.540000000000001
Marche,2021-05-18,1.26,0.01,10.49
Marche,2021-05-19,0.56,0.0,10.41
Marche,2021-05-20,0.0,0.0,10.34
Marche,2021-05-21,0.0,0.0,10.34
Marche,2021-05-22,0.0,0.0,10.34
Marche,2021-05-23,0.0,0.0,10.34
Marche,2021-05-24,0.0,0.0,10.34
Marche,2021-05-25,0.0,0.0,10.34
Marche,2021-05-26,0.0,0.0,10.34
Marche,2021-05-27,0.0,0.0,10.34
Marche,2021-05-28,0.0,0.0,10.34
Marche,2021-05-29,0.0,0.0,10.34
Marche,2021-05-30,0.0,0.0,10.34
Marche,2021-05-31,0.0,0.0,10.34
Marche,2021-06-01,0.0,0.0,10.34
Marche,2021-06-02,0.0,0.0,10.34
Marche,2021-06-03,0.0,0.0,10.48
Marche,2021-06-04,0.0,0.0,10.57
Marche,2021-06-05,0.0,0.0,10.64
Marche,2021-06-06,0.0,0.0,10.69
Marche,2021-06-07,0.0,0.01,10.75
Marche,2021-06-08,0.0,0.03,10.81
Marche,2021-06-09,0.5,1.19,12.0
Marche,2021-06-10,0.5,1.19,12.0
Marche,2021-06-11,0.5,1.19,12.0
Marche,2021-06-12,0.5,1.19,12.0
Marche,2021-06-13,0.5,1.19,12.0
Marche,2021-06-14,0.5,1.19,12.0
Marche,2021-06-15,0.5,1.19,12.0
Marche,2021-06-16,0.5,1.19,12.0
Marche,2021-06-17,0.5,1.19,12.0
Marche,2021-06-18,0.5,1.19,12.0
Marche,2021-06-19,0.5,1.19,12.0
Marche,2021-06-20,0.5,1.19,12.0
Marche,2021-06-21,0.5,1.19,12.0
Marche,2021-06-22,0.5,1.19,12.0
Marche,2021-06-23,0.5,1.19,12.0
Marche,2021-06-24,0.5,1.19,12.0
Marche,2021-06-25,0.5,1.19,12.0
Marche,2021-06-26,0.5,1.19,12.0
Marche,2021-06-27,0.5,1.19,12.0
Marche,2021-06-28,0.5,1.19,12.0
Marche,2021-06-29,0.5,1.19,12.0
Marche,2021-06-30,0.5,1.19,12.0
Marche,2021-07-01,0.5,1.19,12.0
Marche,2021-07-02,3.77,0.0,10.63
Marche,2021-07-03,3.77,0.03,10.540000000000001
Marche,2021-07-04,3.2600000000000002,0.03,10.450000000000001
Marche,2021-07-05,2.73,0.01,10.35
Marche,2021-07-06,2.25,0.01,10.28
Marche,2021-07-07,2.0300000000000002,0.0,10.18
Marche,2021-07-08,1.99,0.01,10.11
Marche,2021-07-09,1.94,0.0,10.02
Marche,2021-07-10,1.83,0.0,9.94
Marche,2021-07-11,1.78,0.0,9.870000000000001
Marche,2021-07-12,1.6400000000000001,0.0,10.14
Marche,2021-07-13,1.55,0.0,10.25
Marche,2021-07-14,1.5,0.0,10.33
Marche,2021-07-15,1.5,0.0,10.39
Marche,2021-07-16,1.53,0.0,10.44
Marche,2021-07-17,1.46,0.01,10.51
Marche,2021-07-18,1.35,0.01,10.55
Marche,2021-07-19,1.25,0.0,10.56
Marche,2021-07-20,1.23,0.0,10.58
Marche,2021-07-21,1.21,0.01,10.61
Marche,2021-07-22,1.25,0.0,10.61
Marche,2021-07-23,1.23,0.02,10.65
Marche,2021-07-24,1.1400000000000001,0.02,10.66
Marche,2021-07-25,1.11,0.0,10.64
Marche,2021-07-26,1.04,0.02,10.67
Marche,2021-07-27,1.1300000000000001,0.01,10.66
Marche,2021-07-28,1.23,0.01,10.67
Marche,2021-07-29,1.37,0.01,10.68
Marche,2021-07-30,1.45,0.05,10.74
Marche,2021-07-31,1.42,0.04,10.74
Marche,2021-08-01,1.33,0.03,10.74
Marche,2021-08-02,1.37,0.04,10.76
Marche,2021-08-03,1.43,0.09,10.82
Marche,2021-08-04,1.48,0.11,10.85
Marche,2021-08-05,1.52,0.32,11.07
Marche,2021-08-06,1.45,0.36,11.120000000000001
Marche,2021-08-07,1.4000000000000001,0.04,10.8
Marche,2021-08-08,1.35,0.07,10.84
Marche,2021-08-09,1.31,0.09,10.870000000000001
Marche,2021-08-10,1.34,0.02,10.8
Marche,2021-08-11,1.3900000000000001,0.06,10.85
Marche,2021-08-12,1.31,0.02,10.790000000000001
Marche,2021-08-13,1.3800000000000001,0.04,10.8
Marche,2021-08-14,1.41,0.01,10.75
Marche,2021-08-15,1.78,0.01,10.74
Marche,2021-08-16,1.6500000000000001,0.0,10.72
Marche,2021-08-17,1.46,0.0,10.71
Marche,2021-08-18,1.3,0.03,10.74
Marche,2021-08-19,1.1300000000000001,0.01,10.71
Marche,2021-08-20,0.8300000000000001,0.01,10.700000000000001
Marche,2021-08-21,0.63,0.01,10.68
Marche,2021-08-22,0.41000000000000003,0.0,10.67
Marche,2021-08-23,0.3,0.01,10.700000000000001
Marche,2021-08-24,0.21,0.01,10.71
Marche,2021-08-25,0.16,0.01,10.72
Marche,2021-08-26,0.01,0.01,10.73
Marche,2021-08-27,0.0,0.02,10.75
Marche,2021-08-28,0.0,0.0,10.73
Marche,2021-08-29,0.0,0.02,10.76
Marche,2021-08-30,0.0,0.0,10.74
Marche,2021-08-31,0.0,0.03,10.790000000000001
Marche,2021-09-01,0.0,0.03,10.81
Marche,2021-09-02,0.0,0.0,10.76
Marche,2021-09-03,0.0,0.0,10.74
Marche,2021-09-04,0.0,0.0,10.72
Marche,2021-09-05,0.35000000000000003,0.0,10.700000000000001
Marche,2021-09-06,0.0,0.0,10.69
Marche,2021-09-07,0.0,0.0,10.68
Marche,2021-09-08,0.0,0.0,10.65
Marche,2021-09-09,0.0,0.0,10.59
Marche,2021-09-10,0.0,0.0,10.59
Marche,2021-09-11,0.0,0.0,10.290000000000001
Marche,2021-09-12,0.0,0.0,9.96
Marche,2021-09-13,0.0,0.0,9.51
Marche,2021-09-14,0.0,0.0,8.94
Marche,2021-09-15,0.0,0.0,8.34
Marche,2021-09-16,0.0,0.0,8.43
Marche,2021-09-17,0.0,0.0,8.53
Marche,2021-09-18,0.0,0.0,8.66
Marche,2021-09-19,0.0,0.0,8.870000000000001
Marche,2021-09-20,0.0,0.0,8.870000000000001
Marche,2021-09-21,0.0,0.0,9.55
Marche,2021-09-22,0.0,0.0,10.040000000000001
Marche,2021-09-23,0.0,0.0,10.040000000000001
Marche,2021-09-24,0.0,0.0,10.13
Marche,2021-09-25,2.5,0.0,10.18
Marche,2021-09-26,2.37,0.0,10.0
Marche,2021-09-27,1.99,0.0,9.84
Marche,2021-09-28,1.74,0.0,9.65
Marche,2021-09-29,1.42,0.0,9.46
Marche,2021-09-30,1.1300000000000001,0.0,9.19
Marche,2021-10-01,0.8300000000000001,0.0,8.76
Marche,2021-10-02,0.4,0.0,7.98
Marche,2021-10-03,0.33,0.0,8.9
Marche,2021-10-04,0.07,0.0,9.4
Marche,2021-10-05,0.0,0.0,9.73
Marche,2021-10-06,0.0,0.0,9.97
Marche,2021-10-07,0.0,0.0,10.15
Marche,2021-10-08,0.0,0.0,10.31
Marche,2021-10-09,0.0,0.0,10.43
Marche,2021-10-10,0.0,0.0,10.55
Marche,2021-10-11,0.0,0.0,10.67
Marche,2021-10-12,8.78,1.19,12.0
Marche,2021-10-13,8.78,1.19,12.0
Marche,2021-10-14,8.78,1.19,12.0
Marche,2021-10-15,3.77,0.0,10.63
Marche,2021-10-16,3.09,0.01,10.5
Marche,2021-10-17,2.25,0.0,10.36
Marche,2021-10-18,1.82,0.0,10.21
Marche,2021-10-19,1.6,0.0,10.03
Marche,2021-10-20,1.47,0.0,9.82
Marche,2021-10-21,1.71,0.0,9.65
Marche,2021-10-22,1.93,0.0,9.51
Marche,2021-10-23,1.98,0.0,9.38
Marche,2021-10-24,2.07,0.0,9.28
Marche,2021-10-25,1.9000000000000001,0.0,9.65
Marche,2021-10-26,1.77,0.0,9.89
Marche,2021-10-27,1.86,0.0,10.07
Marche,2021-10-28,1.94,0.0,10.23
Marche,2021-10-29,1.94,0.0,10.370000000000001
Marche,2021-10-30,1.92,0.04,10.540000000000001
Marche,2021-10-31,1.77,0.06,10.64
Marche,2021-11-01,1.62,0.0,10.620000000000001
Marche,2021-11-02,1.56,0.06,10.72
Marche,2021-11-03,1.56,0.03,10.71
Marche,2021-11-04,1.6,0.03,10.73
Marche,2021-11-05,1.57,0.11,10.83
Marche,2021-11-06,1.48,0.06,10.790000000000001
Marche,2021-11-07,1.4000000000000001,0.04,10.78
Marche,2021-11-08,1.32,0.03,10.78
Marche,2021-11-09,1.32,0.0,10.75
Marche,2021-11-10,1.24,0.05,10.81
Marche,2021-11-11,1.56,0.03,10.790000000000001
Marche,2021-11-12,1.68,0.01,10.77
Marche,2021-11-13,1.27,0.01,10.77
Marche,2021-11-14,0.91,0.01,10.77
Marche,2021-11-15,0.8200000000000001,0.01,10.77
Marche,2021-11-16,0.81,0.01,10.77
Marche,2021-11-17,0.9500000000000001,0.03,10.790000000000001
Marche,2021-11-18,1.0,0.07,10.83
Marche,2021-11-19,1.07,0.13,10.89
Marche,2021-11-20,1.09,0.1,10.86
Marche,2021-11-21,1.06,0.07,10.83
Marche,2021-11-22,1.06,0.04,10.8
Marche,2021-11-23,1.03,0.18,10.950000000000001
Marche,2021-11-24,1.05,0.15,10.92
Marche,2021-11-25,1.11,0.09,10.86
Marche,2021-11-26,1.16,0.31,11.09
Marche,2021-11-27,1.17,0.19,10.97
Marche,2021-11-28,1.2,0.03,10.81
Marche,2021-11-29,1.22,0.09,10.88
Marche,2021-11-30,1.75,0.02,10.81
Marche,2021-12-01,0.0,0.01,10.8
Marche,2021-12-02,0.0,0.03,10.82
Marche,2021-12-03,1.24,0.06,10.85
Marche,2021-12-04,1.36,0.02,10.8
Marche,2021-12-05,1.35,0.04,10.82
Marche,2021-12-06,1.42,0.0,10.77
Marche,2021-12-07,1.51,0.01,10.78
Marche,2021-12-08,1.52,0.04,10.81
Marche,2021-12-09,1.53,0.09,10.86
Marche,2021-12-10,1.49,0.01,10.77
Marche,2021-12-11,1.48,0.31,11.08
Marche,2021-12-12,1.53,0.1,10.870000000000001
Marche,2021-12-13,1.55,0.12,10.9
Marche,2021-12-14,1.52,0.02,10.8
Marche,2021-12-15,0.45,0.01,10.790000000000001
Marche,2021-12-16,0.49,0.02,10.8
Marche,2021-12-17,0.53,0.04,10.82
Marche,2021-12-18,0.62,0.05,10.83
Marche,2021-12-19,0.58,0.01,10.78
Marche,2021-12-20,0.5,0.02,10.790000000000001
Marche,2021-12-21,0.51,0.0,10.76
Marche,2021-12-22,0.62,0.03,10.790000000000001
Marche,2021-12-23,0.76,0.01,10.76
Marche,2021-12-24,0.8,0.01,10.75
Marche,2021-12-25,0.92,0.03,10.77
Marche,2021-12-26,1.01,0.03,10.77
Marche,2021-12-27,1.01,0.03,10.77
Marche,2021-12-28,1.16,0.02,10.76
Marche,2021-12-29,1.32,0.02,10.76
Marche,2021-12-30,1.32,0.03,10.77
Molise,2021-01-01,2.0,0.5,5.54
Molise,2021-01-02,1.8800000000000001,0.44,5.43
Molise,2021-01-03,1.77,0.44,5.38
Molise,2021-01-04,1.86,0.44,5.25
Molise,2021-01-05,1.92,0.45,5.14
Molise,2021-01-06,1.9000000000000001,0.42,5.01
Molise,2021-01-07,1.98,0.47000000000000003,5.0
Molise,2021-01-08,1.92,0.45,4.92
Molise,2021-01-09,1.83,0.46,4.89
Molise,2021-01-10,1.76,0.43,4.83
Molise,2021-01-11,1.01,0.01,10.48
Molise,2021-01-12,1.02,0.0,10.49
Molise,2021-01-13,1.1300000000000001,0.01,10.52
Molise,2021-01-14,0.9,0.0,10.55
Molise,2021-01-15,0.87,0.0,10.56
Molise,2021-01-16,0.8,0.0,10.57
Molise,2021-01-17,0.84,0.0,10.55
Molise,2021-01-18,0.72,0.0,10.540000000000001
Molise,2021-01-19,0.72,0.0,10.52
Molise,2021-01-20,0.68,0.0,10.51
Molise,2021-01-21,0.8200000000000001,0.0,10.48
Molise,2021-01-22,0.91,0.0,10.450000000000001
Molise,2021-01-23,0.86,0.0,10.450000000000001
Molise,2021-01-24,0.85,0.0,10.44
Molise,2021-01-25,0.81,0.0,10.42
Molise,2021-01-26,0.85,0.0,10.4
Molise,2021-01-27,0.86,0.0,10.4
Molise,2021-01-28,1.04,0.0,10.41
Molise,2021-01-29,1.05,0.0,10.44
Molise,2021-01-30,1.3800000000000001,0.0,10.46
Molise,2021-01-31,1.26,0.0,10.49
Molise,2021-02-01,1.16,0.0,10.52
Molise,2021-02-02,1.19,0.0,10.540000000000001
Molise,2021-02-03,1.26,0.01,10.57
Molise,2021-02-04,1.33,0.02,10.620000000000001
Molise,2021-02-05,1.35,0.04,10.68
Molise,2021-02-06,1.23,0.01,10.67
Molise,2021-02-07,1.22,0.0,10.67
Molise,2021-02-08,1.16,0.03,10.71
Molise,2021-02-09,1.11,0.01,10.69
Molise,2021-02-10,1.12,0.04,10.73
Molise,2021-02-11,1.12,0.03,10.72
Molise,2021-02-12,1.11,0.04,10.74
Molise,2021-02-13,1.07,0.0,10.700000000000001
Molise,2021-02-14,0.9500000000000001,0.0,10.71
Molise,2021-02-15,0.91,0.0,10.700000000000001
Molise,2021-02-16,0.9500000000000001,0.01,10.71
Molise,2021-02-17,0.9400000000000001,0.01,10.71
Molise,2021-02-18,0.99,0.02,10.72
Molise,2021-02-19,0.96,0.0,10.69
Molise,2021-02-20,0.77,0.0,10.69
Molise,2021-02-21,0.54,0.0,10.700000000000001
Molise,2021-02-22,0.36,0.0,10.700000000000001
Molise,2021-02-23,0.62,0.01,10.700000000000001
Molise,2021-02-24,0.96,0.01,10.67
Molise,2021-02-25,1.06,0.01,10.66
Molise,2021-02-26,1.01,0.0,10.63
Molise,2021-02-27,0.85,0.0,10.620000000000001
Molise,2021-02-28,0.85,0.0,10.61
Molise,2021-03-01,0.8300000000000001,0.0,10.6
Molise,2021-03-02,1.06,0.0,10.58
Molise,2021-03-03,1.17,0.0,10.56
Molise,2021-03-04,1.12,0.0,10.540000000000001
Molise,2021-03-05,1.11,0.0,10.55
Molise,2021-03-06,1.04,0.01,10.6
Molise,2021-03-07,0.9,0.0,10.620000000000001
Molise,2021-03-08,0.6,0.0,10.6
Molise,2021-03-09,0.27,0.0,10.49
Molise,2021-03-10,0.21,0.0,10.36
Molise,2021-03-11,0.11,0.0,10.28
Molise,2021-03-12,0.1,0.0,10.21
Molise,2021-03-13,0.09,0.0,10.14
Molise,2021-03-14,0.0,0.0,10.07
Molise,2021-03-15,0.0,0.0,10.02
Molise,2021-03-16,0.0,0.0,9.92
Molise,2021-03-17,0.0,0.0,9.5
Molise,2021-03-18,0.0,0.0,9.66
Molise,2021-03-19,0.0,0.0,9.94
Molise,2021-03-20,0.0,0.0,10.13
Molise,2021-03-21,0.0,0.0,10.28
Molise,2021-03-22,0.0,0.0,10.39
Molise,2021-03-23,0.0,0.0,10.48
Molise,2021-03-24,0.0,0.0,10.56
Molise,2021-03-25,0.0,0.0,10.61
Molise,2021-03-26,0.0,0.0,10.67
Molise,2021-03-27,1.0,0.0,10.6
Molise,2021-03-28,1.0,0.0,10.32
Molise,2021-03-29,1.0,0.0,9.94
Molise,2021-03-30,1.0,0.0,9.41
Molise,2021-03-31,1.0,0.0,8.71
Molise,2021-04-01,0.11,0.0,7.98
Molise,2021-04-02,0.11,0.0,7.98
Molise,2021-04-03,0.11,0.0,7.98
Molise,2021-04-04,0.11,0.0,7.98
Molise,2021-04-05,0.11,0.0,7.98
Molise,2021-04-06,0.0,0.0,8.870000000000001
Molise,2021-04-07,0.0,0.0,9.28
Molise,2021-04-08,0.0,0.0,9.66
Molise,2021-04-09,1.26,0.0,9.99
Molise,2021-04-10,1.52,0.0,10.27
Molise,2021-04-11,1.74,0.0,10.43
Molise,2021-04-12,1.35,0.0,10.370000000000001
Molise,2021-04-13,1.26,0.0,10.290000000000001
Molise,2021-04-14,1.33,0.0,10.19
Molise,2021-04-15,1.5,0.0,10.1
Molise,2021-04-16,1.48,0.0,10.02
Molise,2021-04-17,1.32,0.0,10.14
Molise,2021-04-18,1.11,0.0,10.19
Molise,2021-04-19,1.04,0.0,10.22
Molise,2021-04-20,0.98,0.0,10.23
Molise,2021-04-21,1.1400000000000001,0.0,10.24
Molise,2021-04-22,1.29,0.0,10.26
Molise,2021-04-23,1.32,0.0,10.31
Molise,2021-04-24,1.18,0.0,10.370000000000001
Molise,2021-04-25,0.96,0.0,10.39
