,date,infected,administrative_area_level_1
116213,2020-06-30,0.0,Germany
116214,2020-07-01,0.0,Germany
116215,2020-07-02,0.0,Germany
116216,2020-07-03,0.0,Germany
116217,2020-07-04,1.0,Germany
116218,2020-07-05,1.0,Germany
116219,2020-07-06,1.0,Germany
116220,2020-07-07,1.0,Germany
116221,2020-07-08,1.0,Germany
116222,2020-07-09,1.0,Germany
116223,2020-07-10,1.0,Germany
116224,2020-07-11,1.0,Germany
116225,2020-07-12,1.0,Germany
116226,2020-07-13,1.0,Germany
116227,2020-07-14,1.0,Germany
116228,2020-07-15,1.0,Germany
116229,2020-07-16,1.0,Germany
116230,2020-07-17,1.0,Germany
116231,2020-07-18,1.0,Germany
116232,2020-07-19,1.0,Germany
116233,2020-07-20,1.0,Germany
116234,2020-07-21,1.0,Germany
116235,2020-07-22,1.0,Germany
116236,2020-07-23,1.0,Germany
116237,2020-07-24,1.0,Germany
116238,2020-07-25,1.0,Germany
116239,2020-07-26,1.0,Germany
116240,2020-07-27,1.0,Germany
116241,2020-07-28,1.0,Germany
116242,2020-07-29,1.0,Germany
116243,2020-07-30,1.0,Germany
116244,2020-07-31,1.0,Germany
116245,2020-08-01,1.0,Germany
116246,2020-08-02,1.0,Germany
116247,2020-08-03,1.0,Germany
116248,2020-08-04,1.0,Germany
116249,2020-08-05,1.0,Germany
116250,2020-08-06,1.0,Germany
116251,2020-08-07,1.0,Germany
116252,2020-08-08,1.0,Germany
116253,2020-08-09,1.0,Germany
116254,2020-08-10,1.0,Germany
116255,2020-08-11,1.0,Germany
116256,2020-08-12,1.0,Germany
116257,2020-08-13,1.0,Germany
116258,2020-08-14,1.0,Germany
116259,2020-08-15,1.0,Germany
116260,2020-08-16,1.0,Germany
116261,2020-08-17,1.0,Germany
116262,2020-08-18,1.0,Germany
116263,2020-08-19,1.0,Germany
116264,2020-08-20,1.0,Germany
116265,2020-08-21,1.0,Germany
116266,2020-08-22,1.0,Germany
116267,2020-08-23,1.0,Germany
116268,2020-08-24,1.0,Germany
116269,2020-08-25,1.0,Germany
116270,2020-08-26,1.0,Germany
116271,2020-08-27,1.0,Germany
116272,2020-08-28,1.0,Germany
116273,2020-08-29,1.0,Germany
116274,2020-08-30,1.0,Germany
116275,2020-08-31,1.0,Germany
116276,2020-09-01,1.0,Germany
116277,2020-09-02,1.0,Germany
116278,2020-09-03,1.0,Germany
116279,2020-09-04,1.0,Germany
116280,2020-09-05,1.0,Germany
116281,2020-09-06,1.0,Germany
116282,2020-09-07,1.0,Germany
116283,2020-09-08,1.0,Germany
116284,2020-09-09,1.0,Germany
116285,2020-09-10,2.0,Germany
116286,2020-09-11,2.0,Germany
116287,2020-09-12,2.0,Germany
116288,2020-09-13,2.0,Germany
116289,2020-09-14,2.0,Germany
116290,2020-09-15,2.0,Germany
116291,2020-09-16,2.0,Germany
116292,2020-09-17,2.0,Germany
116293,2020-09-18,2.0,Germany
116294,2020-09-19,2.0,Germany
116295,2020-09-20,2.0,Germany
116296,2020-09-21,2.0,Germany
116297,2020-09-22,2.0,Germany
116298,2020-09-23,2.0,Germany
116299,2020-09-24,2.0,Germany
116300,2020-09-25,2.0,Germany
116301,2020-09-26,2.0,Germany
116302,2020-09-27,2.0,Germany
116303,2020-09-28,2.0,Germany
116304,2020-09-29,2.0,Germany
116305,2020-09-30,2.0,Germany
116306,2020-10-01,2.0,Germany
116307,2020-10-02,2.0,Germany
116308,2020-10-03,2.0,Germany
116309,2020-10-04,2.0,Germany
116310,2020-10-05,2.0,Germany
116311,2020-10-06,2.0,Germany
116312,2020-10-07,2.0,Germany
116313,2020-10-08,2.0,Germany
116314,2020-10-09,2.0,Germany
116315,2020-10-10,2.0,Germany
116316,2020-10-11,2.0,Germany
116317,2020-10-12,2.0,Germany
116318,2020-10-13,2.0,Germany
116319,2020-10-14,2.0,Germany
116320,2020-10-15,2.0,Germany
116321,2020-10-16,2.0,Germany
116322,2020-10-17,2.0,Germany
116323,2020-10-18,2.0,Germany
116324,2020-10-19,2.0,Germany
116325,2020-10-20,2.0,Germany
116326,2020-10-21,2.0,Germany
116327,2020-10-22,2.0,Germany
116328,2020-10-23,2.0,Germany
116329,2020-10-24,2.0,Germany
116330,2020-10-25,2.0,Germany
116331,2020-10-26,2.0,Germany
116332,2020-10-27,2.0,Germany
116333,2020-10-28,3.0,Germany
116334,2020-10-29,3.0,Germany
116335,2020-10-30,3.0,Germany
116336,2020-10-31,3.0,Germany
116337,2020-11-01,3.0,Germany
116338,2020-11-02,3.0,Germany
116339,2020-11-03,3.0,Germany
116340,2020-11-04,3.0,Germany
116341,2020-11-05,3.0,Germany
116342,2020-11-06,3.0,Germany
116343,2020-11-07,3.0,Germany
116344,2020-11-08,3.0,Germany
116345,2020-11-09,3.0,Germany
116346,2020-11-10,3.0,Germany
116347,2020-11-11,3.0,Germany
116348,2020-11-12,3.0,Germany
116349,2020-11-13,3.0,Germany
116350,2020-11-14,3.0,Germany
116351,2020-11-15,3.0,Germany
116352,2020-11-16,3.0,Germany
116353,2020-11-17,3.0,Germany
116354,2020-11-18,4.0,Germany
116355,2020-11-19,4.0,Germany
116356,2020-11-20,4.0,Germany
116357,2020-11-21,4.0,Germany
116358,2020-11-22,4.0,Germany
116359,2020-11-23,4.0,Germany
116360,2020-11-24,4.0,Germany
116361,2020-11-25,4.0,Germany
116362,2020-11-26,5.0,Germany
116363,2020-11-27,5.0,Germany
116364,2020-11-28,5.0,Germany
116365,2020-11-29,5.0,Germany
116366,2020-11-30,5.0,Germany
116367,2020-12-01,5.0,Germany
116368,2020-12-02,5.0,Germany
116369,2020-12-03,6.0,Germany
116370,2020-12-04,7.0,Germany
116371,2020-12-05,8.0,Germany
116372,2020-12-06,8.0,Germany
116373,2020-12-07,9.0,Germany
116374,2020-12-08,12.0,Germany
116375,2020-12-09,15.0,Germany
116376,2020-12-10,20.0,Germany
116377,2020-12-11,22.0,Germany
116378,2020-12-12,26.0,Germany
116379,2020-12-13,26.0,Germany
116380,2020-12-14,32.0,Germany
116381,2020-12-15,34.0,Germany
116382,2020-12-16,36.0,Germany
116383,2020-12-17,40.0,Germany
116384,2020-12-18,41.0,Germany
116385,2020-12-19,41.0,Germany
116386,2020-12-20,42.0,Germany
116387,2020-12-21,48.0,Germany
116388,2020-12-22,58.0,Germany
116389,2020-12-23,62.0,Germany
116390,2020-12-24,78.0,Germany
116391,2020-12-25,81.0,Germany
116392,2020-12-26,87.0,Germany
116393,2020-12-27,90.0,Germany
116394,2020-12-28,101.0,Germany
116395,2020-12-29,113.0,Germany
116396,2020-12-30,153.0,Germany
116397,2020-12-31,175.0,Germany
116398,2021-01-01,186.0,Germany
116399,2021-01-02,198.0,Germany
116400,2021-01-03,206.0,Germany
116401,2021-01-04,219.0,Germany
116402,2021-01-05,251.0,Germany
116403,2021-01-06,286.0,Germany
116404,2021-01-07,310.0,Germany
116405,2021-01-08,332.0,Germany
116406,2021-01-09,338.0,Germany
116407,2021-01-10,343.0,Germany
116408,2021-01-11,352.0,Germany
116409,2021-01-12,360.0,Germany
116410,2021-01-13,366.0,Germany
116411,2021-01-14,368.0,Germany
116412,2021-01-15,372.0,Germany
116413,2021-01-16,373.0,Germany
116414,2021-01-17,373.0,Germany
116415,2021-01-18,376.0,Germany
