sub_region_1,date,ML,Low_90,High_90,Low_50,High_50
Piemonte,2021-12-16,1.1300000000000001,0.9400000000000001,1.33,1.05,1.21
Piemonte,2021-12-17,1.09,0.91,1.3,1.02,1.18
Piemonte,2021-12-18,1.4000000000000001,1.22,1.59,1.32,1.47
Piemonte,2021-12-19,1.43,1.26,1.61,1.3800000000000001,1.53
Piemonte,2021-12-20,1.52,1.36,1.69,1.47,1.61
Piemonte,2021-12-21,1.54,1.3900000000000001,1.7,1.49,1.62
Piemonte,2021-12-22,1.41,1.27,1.57,1.35,1.47
Piemonte,2021-12-23,1.04,0.89,1.18,0.98,1.1
Piemonte,2021-12-24,1.6,1.47,1.75,1.56,1.68
Piemonte,2021-12-25,1.82,1.7,1.95,1.79,1.9000000000000001
Piemonte,2021-12-26,1.92,1.81,2.0300000000000002,1.87,1.96
Piemonte,2021-12-27,1.9100000000000001,1.82,2.02,1.87,1.95
Piemonte,2021-12-28,1.28,1.18,1.37,1.24,1.32
Piemonte,2021-12-29,1.3900000000000001,1.3,1.48,1.37,1.45
Piemonte,2021-12-30,1.74,1.6600000000000001,1.83,1.71,1.78
Puglia,2021-11-27,1.53,0.63,2.5300000000000002,1.17,1.96
Puglia,2021-11-28,1.7,0.85,2.52,1.4000000000000001,2.09
Puglia,2021-11-29,2.7600000000000002,2.06,3.45,2.48,3.0500000000000003
Puglia,2021-11-30,1.98,1.4000000000000001,2.59,1.77,2.2600000000000002
Puglia,2021-12-01,1.77,1.23,2.36,1.54,2.0
Puglia,2021-12-02,1.47,0.9400000000000001,2.0300000000000002,1.28,1.73
Puglia,2021-12-03,1.06,0.51,1.6,0.86,1.31
Puglia,2021-12-04,0.96,0.42,1.54,0.75,1.21
Puglia,2021-12-05,1.7,1.17,2.24,1.5,1.94
Puglia,2021-12-06,1.0,0.49,1.52,0.84,1.27
Puglia,2021-12-07,0.84,0.32,1.3800000000000001,0.65,1.09
Puglia,2021-12-08,1.16,0.65,1.73,0.9500000000000001,1.3900000000000001
Puglia,2021-12-09,1.73,1.26,2.2600000000000002,1.56,1.97
Puglia,2021-12-10,1.44,0.99,1.92,1.25,1.6300000000000001
Puglia,2021-12-11,1.25,0.79,1.7,1.1,1.48
Puglia,2021-12-12,1.31,0.88,1.78,1.16,1.53
Puglia,2021-12-13,1.58,1.17,2.02,1.43,1.78
Puglia,2021-12-14,1.81,1.44,2.22,1.68,2.0
Puglia,2021-12-15,1.45,1.08,1.81,1.31,1.61
Puglia,2021-12-16,1.23,0.87,1.59,1.11,1.41
Puglia,2021-12-17,1.36,1.01,1.71,1.24,1.53
Puglia,2021-12-18,1.45,1.1300000000000001,1.8,1.35,1.6300000000000001
Puglia,2021-12-19,1.33,1.03,1.68,1.23,1.5
Puglia,2021-12-20,1.73,1.43,2.0300000000000002,1.6300000000000001,1.8800000000000001
Puglia,2021-12-21,1.25,0.97,1.55,1.16,1.4000000000000001
Puglia,2021-12-22,2.06,1.8,2.32,1.98,2.2
Puglia,2021-12-23,1.53,1.3,1.79,1.44,1.6400000000000001
Puglia,2021-12-24,1.31,1.08,1.55,1.24,1.44
Puglia,2021-12-25,1.92,1.71,2.14,1.85,2.0300000000000002
Puglia,2021-12-26,1.94,1.75,2.13,1.8800000000000001,2.04
Puglia,2021-12-27,2.22,2.06,2.39,2.17,2.31
Puglia,2021-12-28,1.52,1.37,1.68,1.47,1.6
Puglia,2021-12-29,1.22,1.08,1.3900000000000001,1.17,1.3
Puglia,2021-12-30,1.53,1.3900000000000001,1.68,1.48,1.6
Sardegna,2021-11-05,1.6600000000000001,0.78,2.64,1.31,2.08
Sardegna,2021-11-06,1.35,0.5700000000000001,2.17,1.05,1.71
Sardegna,2021-11-07,1.52,0.78,2.3000000000000003,1.27,1.9000000000000001
Sardegna,2021-11-08,1.79,1.11,2.5100000000000002,1.56,2.14
Sardegna,2021-11-09,1.35,0.6900000000000001,2.0100000000000002,1.1400000000000001,1.69
Sardegna,2021-11-10,1.1,0.45,1.77,0.88,1.43
Sardegna,2021-11-11,1.1300000000000001,0.45,1.78,0.87,1.42
Sardegna,2021-11-12,1.02,0.36,1.68,0.78,1.33
Sardegna,2021-11-13,1.25,0.6,1.93,1.02,1.57
Sardegna,2021-11-14,1.19,0.5700000000000001,1.86,0.96,1.49
Sardegna,2021-11-15,1.01,0.39,1.6600000000000001,0.8,1.33
Sardegna,2021-11-16,1.11,0.49,1.77,0.89,1.42
Sardegna,2021-11-17,1.19,0.58,1.84,0.98,1.5
Sardegna,2021-11-18,1.12,0.51,1.74,0.91,1.42
Sardegna,2021-11-19,1.09,0.47000000000000003,1.69,0.89,1.4000000000000001
Sardegna,2021-11-20,0.86,0.28,1.49,0.66,1.17
Sardegna,2021-11-21,1.2,0.6,1.84,0.98,1.49
Sardegna,2021-11-22,1.12,0.52,1.72,0.93,1.43
Sardegna,2021-11-23,0.85,0.26,1.44,0.65,1.1500000000000001
Sardegna,2021-11-24,0.84,0.26,1.47,0.63,1.1400000000000001
Sardegna,2021-11-25,1.02,0.4,1.6400000000000001,0.81,1.33
Sardegna,2021-11-26,1.1,0.51,1.74,0.9,1.41
Sardegna,2021-11-27,0.9400000000000001,0.36,1.57,0.71,1.21
Sardegna,2021-11-28,0.4,0.01,0.96,0.22,0.66
Sardegna,2021-11-29,0.37,0.0,0.9400000000000001,0.22,0.66
Sardegna,2021-11-30,1.1,0.44,1.81,0.85,1.42
Sardegna,2021-12-01,1.44,0.8,2.1,1.23,1.77
Sardegna,2021-12-02,1.28,0.66,1.8900000000000001,1.07,1.58
Sardegna,2021-12-03,0.9500000000000001,0.36,1.58,0.75,1.26
Sardegna,2021-12-04,0.85,0.26,1.49,0.65,1.17
Sardegna,2021-12-05,0.8300000000000001,0.23,1.47,0.63,1.16
Sardegna,2021-12-06,0.49,0.01,1.05,0.29,0.77
Sardegna,2021-12-07,0.42,0.0,1.01,0.25,0.72
Sardegna,2021-12-08,0.4,0.0,1.02,0.21,0.68
Sardegna,2021-12-09,0.7000000000000001,0.1,1.4000000000000001,0.46,1.03
Sardegna,2021-12-10,1.59,0.86,2.33,1.34,1.95
Sardegna,2021-12-11,1.28,0.61,1.96,1.06,1.62
Sardegna,2021-12-12,1.46,0.81,2.11,1.25,1.79
Sardegna,2021-12-13,2.14,1.54,2.71,1.9000000000000001,2.38
Sardegna,2021-12-14,1.87,1.37,2.42,1.68,2.11
Sardegna,2021-12-15,1.46,0.9500000000000001,1.95,1.25,1.6600000000000001
Sardegna,2021-12-16,1.34,0.85,1.84,1.17,1.58
Sardegna,2021-12-17,1.24,0.77,1.75,1.05,1.45
Sardegna,2021-12-18,1.21,0.74,1.7,1.06,1.46
Sardegna,2021-12-19,1.2,0.75,1.7,1.04,1.43
Sardegna,2021-12-20,0.8200000000000001,0.35000000000000003,1.3,0.68,1.08
Sardegna,2021-12-21,1.23,0.76,1.72,1.08,1.48
Sardegna,2021-12-22,1.74,1.3,2.18,1.55,1.9100000000000001
Sardegna,2021-12-23,1.45,1.05,1.8800000000000001,1.3,1.6400000000000001
Sardegna,2021-12-24,1.56,1.18,1.97,1.44,1.77
Sardegna,2021-12-25,1.62,1.26,2.0,1.51,1.82
Sardegna,2021-12-26,1.83,1.5,2.18,1.71,1.99
Sardegna,2021-12-27,1.74,1.45,2.08,1.6400000000000001,1.9000000000000001
Sardegna,2021-12-28,1.26,0.97,1.58,1.1500000000000001,1.4000000000000001
Sardegna,2021-12-29,1.12,0.8300000000000001,1.44,1.01,1.26
Sardegna,2021-12-30,1.34,1.06,1.6500000000000001,1.22,1.46
Sicilia,2021-10-24,0.79,0.12,1.55,0.53,1.1500000000000001
Sicilia,2021-10-25,2.31,1.59,3.09,2.06,2.68
Sicilia,2021-10-26,2.0,1.3800000000000001,2.61,1.79,2.3000000000000003
Sicilia,2021-10-27,2.06,1.53,2.64,1.8800000000000001,2.34
Sicilia,2021-10-28,1.06,0.53,1.61,0.88,1.33
Sicilia,2021-10-29,0.3,0.0,0.8200000000000001,0.13,0.51
Sicilia,2021-10-30,1.37,0.77,2.0100000000000002,1.1400000000000001,1.6500000000000001
Sicilia,2021-10-31,0.87,0.29,1.45,0.68,1.17
Sicilia,2021-11-01,0.93,0.35000000000000003,1.55,0.72,1.22
Sicilia,2021-11-02,1.25,0.66,1.85,1.04,1.53
Sicilia,2021-11-03,0.73,0.19,1.32,0.53,1.01
Sicilia,2021-11-04,1.55,0.99,2.17,1.31,1.79
Sicilia,2021-11-05,2.77,2.3000000000000003,3.27,2.6,3.0
Sicilia,2021-11-06,1.6,1.18,2.05,1.46,1.82
Sicilia,2021-11-07,1.83,1.43,2.2600000000000002,1.68,2.02
Sicilia,2021-11-08,1.5,1.1,1.8800000000000001,1.34,1.6600000000000001
Sicilia,2021-11-09,1.05,0.68,1.47,0.9400000000000001,1.27
Sicilia,2021-11-10,1.1400000000000001,0.77,1.56,1.02,1.35
Sicilia,2021-11-11,0.71,0.31,1.11,0.56,0.89
Sicilia,2021-11-12,0.24,0.0,0.62,0.13,0.42
Sicilia,2021-11-13,0.5,0.1,0.9400000000000001,0.34,0.7000000000000001
Sicilia,2021-11-14,0.91,0.46,1.4000000000000001,0.76,1.1500000000000001
Sicilia,2021-11-15,0.78,0.32,1.25,0.63,1.02
Sicilia,2021-11-16,1.3900000000000001,0.9400000000000001,1.85,1.25,1.6300000000000001
Sicilia,2021-11-17,1.23,0.8,1.67,1.08,1.44
Sicilia,2021-11-18,1.53,1.1300000000000001,1.96,1.37,1.71
Sicilia,2021-11-19,1.26,0.87,1.67,1.12,1.45
Sicilia,2021-11-20,1.16,0.78,1.58,1.03,1.36
Sicilia,2021-11-21,1.28,0.91,1.69,1.1500000000000001,1.47
Sicilia,2021-11-22,1.22,0.86,1.62,1.08,1.3900000000000001
Sicilia,2021-11-23,0.38,0.05,0.75,0.26,0.5700000000000001
Sicilia,2021-11-24,0.91,0.49,1.32,0.78,1.1300000000000001
Sicilia,2021-11-25,1.3,0.91,1.71,1.16,1.49
Sicilia,2021-11-26,1.04,0.65,1.43,0.88,1.2
Sicilia,2021-11-27,1.43,1.07,1.83,1.29,1.6
Sicilia,2021-11-28,0.98,0.62,1.37,0.86,1.17
Sicilia,2021-11-29,0.48,0.12,0.87,0.35000000000000003,0.67
Sicilia,2021-11-30,1.44,1.05,1.83,1.29,1.61
Sicilia,2021-12-01,0.86,0.5,1.27,0.74,1.06
Sicilia,2021-12-02,0.92,0.54,1.33,0.8,1.1300000000000001
Sicilia,2021-12-03,1.04,0.66,1.44,0.89,1.21
Sicilia,2021-12-04,1.19,0.8,1.56,1.07,1.3900000000000001
Sicilia,2021-12-05,0.77,0.4,1.18,0.63,0.9500000000000001
Sicilia,2021-12-06,1.99,1.6500000000000001,2.37,1.8800000000000001,2.18
Sicilia,2021-12-07,1.6400000000000001,1.33,1.98,1.54,1.81
Sicilia,2021-12-08,1.35,1.05,1.68,1.25,1.51
Sicilia,2021-12-09,1.36,1.06,1.67,1.24,1.49
Sicilia,2021-12-10,1.21,0.92,1.52,1.11,1.36
Sicilia,2021-12-11,1.07,0.79,1.3900000000000001,0.98,1.23
Sicilia,2021-12-12,1.73,1.46,2.0100000000000002,1.6400000000000001,1.87
Sicilia,2021-12-13,1.24,0.98,1.51,1.1500000000000001,1.37
Sicilia,2021-12-14,1.36,1.12,1.6400000000000001,1.26,1.47
Sicilia,2021-12-15,1.5,1.27,1.76,1.41,1.61
Sicilia,2021-12-16,1.22,0.98,1.45,1.1500000000000001,1.35
Sicilia,2021-12-17,0.91,0.68,1.16,0.8300000000000001,1.03
Sicilia,2021-12-18,1.3,1.08,1.55,1.2,1.3900000000000001
Sicilia,2021-12-19,0.93,0.71,1.18,0.87,1.07
Sicilia,2021-12-20,1.34,1.11,1.56,1.27,1.46
Sicilia,2021-12-21,1.41,1.2,1.6300000000000001,1.34,1.52
Sicilia,2021-12-22,1.68,1.48,1.8800000000000001,1.62,1.79
Sicilia,2021-12-23,1.36,1.18,1.56,1.3,1.46
Sicilia,2021-12-24,1.51,1.33,1.69,1.45,1.6
Sicilia,2021-12-25,1.58,1.42,1.76,1.53,1.67
Sicilia,2021-12-26,1.86,1.72,2.0300000000000002,1.82,1.95
Sicilia,2021-12-27,1.46,1.33,1.62,1.42,1.54
Sicilia,2021-12-28,1.2,1.06,1.34,1.16,1.28
Sicilia,2021-12-29,1.11,0.98,1.26,1.07,1.19
Sicilia,2021-12-30,1.31,1.18,1.45,1.26,1.37
Toscana,2021-10-26,3.92,3.1,4.79,3.59,4.28
Toscana,2021-10-27,2.41,1.81,3.02,2.2,2.7
Toscana,2021-10-28,2.2600000000000002,1.74,2.81,2.07,2.5100000000000002
Toscana,2021-10-29,1.94,1.47,2.45,1.75,2.15
Toscana,2021-10-30,1.47,0.99,1.93,1.31,1.7
Toscana,2021-10-31,1.09,0.62,1.57,0.9,1.29
Toscana,2021-11-01,0.99,0.51,1.48,0.81,1.21
Toscana,2021-11-02,0.8300000000000001,0.37,1.36,0.67,1.08
Toscana,2021-11-03,1.22,0.73,1.71,1.07,1.48
Toscana,2021-11-04,1.24,0.79,1.74,1.08,1.47
Toscana,2021-11-05,0.6900000000000001,0.23,1.17,0.5,0.89
Toscana,2021-11-06,0.87,0.39,1.3900000000000001,0.68,1.09
Toscana,2021-11-07,1.32,0.85,1.82,1.1500000000000001,1.55
Toscana,2021-11-08,1.11,0.66,1.6,0.96,1.35
Toscana,2021-11-09,1.0,0.52,1.46,0.84,1.23
Toscana,2021-11-10,0.89,0.43,1.3900000000000001,0.74,1.1400000000000001
Toscana,2021-11-11,1.1,0.65,1.61,0.9,1.29
Toscana,2021-11-12,0.8300000000000001,0.35000000000000003,1.3,0.68,1.08
Toscana,2021-11-13,0.99,0.51,1.48,0.8200000000000001,1.22
Toscana,2021-11-14,0.46,0.05,0.91,0.27,0.65
Toscana,2021-11-15,0.37,0.0,0.81,0.23,0.61
Toscana,2021-11-16,0.87,0.35000000000000003,1.44,0.66,1.11
Toscana,2021-11-17,0.8,0.27,1.35,0.6,1.05
Toscana,2021-11-18,1.04,0.5,1.6,0.87,1.33
Toscana,2021-11-19,1.43,0.92,1.97,1.23,1.6600000000000001
Toscana,2021-11-20,1.23,0.75,1.76,1.08,1.5
Toscana,2021-11-21,0.78,0.29,1.3,0.6,1.02
Toscana,2021-11-22,1.32,0.8300000000000001,1.86,1.12,1.54
Toscana,2021-11-23,0.72,0.25,1.25,0.56,0.98
Toscana,2021-11-24,1.46,0.96,1.97,1.3,1.72
Toscana,2021-11-25,1.46,0.99,1.93,1.3,1.69
Toscana,2021-11-26,0.65,0.2,1.1300000000000001,0.48,0.87
Toscana,2021-11-27,1.28,0.8,1.78,1.08,1.48
Toscana,2021-11-28,1.7,1.27,2.17,1.54,1.9100000000000001
Toscana,2021-11-29,1.2,0.78,1.6400000000000001,1.07,1.43
Toscana,2021-11-30,1.93,1.54,2.35,1.78,2.11
Toscana,2021-12-01,1.04,0.66,1.44,0.9,1.22
Toscana,2021-12-02,1.17,0.79,1.58,1.05,1.3800000000000001
Toscana,2021-12-03,1.6400000000000001,1.28,2.02,1.53,1.84
Toscana,2021-12-04,1.03,0.68,1.41,0.9,1.2
Toscana,2021-12-05,1.27,0.92,1.6400000000000001,1.16,1.46
Toscana,2021-12-06,1.11,0.77,1.48,0.98,1.27
Toscana,2021-12-07,1.0,0.66,1.37,0.86,1.1500000000000001
Toscana,2021-12-08,1.61,1.28,1.95,1.5,1.78
Toscana,2021-12-09,1.35,1.05,1.69,1.23,1.49
Toscana,2021-12-10,1.37,1.07,1.69,1.27,1.53
Toscana,2021-12-11,1.09,0.8,1.41,0.98,1.23
Toscana,2021-12-12,1.1300000000000001,0.84,1.45,1.02,1.27
Toscana,2021-12-13,1.43,1.1500000000000001,1.73,1.33,1.57
Toscana,2021-12-14,1.28,1.02,1.58,1.18,1.41
Toscana,2021-12-15,1.31,1.05,1.59,1.2,1.42
Toscana,2021-12-16,1.5,1.24,1.75,1.4000000000000001,1.61
Toscana,2021-12-17,1.09,0.85,1.36,1.0,1.21
Toscana,2021-12-18,1.6400000000000001,1.42,1.9000000000000001,1.57,1.77
Toscana,2021-12-19,1.6600000000000001,1.45,1.8900000000000001,1.58,1.76
Toscana,2021-12-20,1.86,1.67,2.07,1.8,1.97
Toscana,2021-12-21,1.97,1.8,2.16,1.9100000000000001,2.06
Toscana,2021-12-22,1.83,1.67,1.99,1.78,1.92
Toscana,2021-12-23,1.6,1.46,1.76,1.56,1.69
Toscana,2021-12-24,1.6,1.47,1.75,1.56,1.68
Toscana,2021-12-25,1.67,1.55,1.81,1.6300000000000001,1.74
Toscana,2021-12-26,1.97,1.85,2.08,1.93,2.0300000000000002
Toscana,2021-12-27,2.7600000000000002,2.67,2.86,2.73,2.81
Toscana,2021-12-28,1.4000000000000001,1.32,1.5,1.3800000000000001,1.46
Toscana,2021-12-29,1.43,1.35,1.52,1.4000000000000001,1.47
Toscana,2021-12-30,1.54,1.46,1.62,1.52,1.59
Umbria,2021-12-04,2.67,1.79,3.5500000000000003,2.36,3.09
Umbria,2021-12-05,1.81,1.1500000000000001,2.5100000000000002,1.57,2.13
Umbria,2021-12-06,1.46,0.8200000000000001,2.09,1.26,1.79
Umbria,2021-12-07,1.34,0.72,1.97,1.1400000000000001,1.6600000000000001
Umbria,2021-12-08,1.61,1.02,2.22,1.42,1.92
Umbria,2021-12-09,1.36,0.8,1.95,1.1400000000000001,1.61
Umbria,2021-12-10,1.19,0.64,1.78,1.0,1.47
Umbria,2021-12-11,1.57,1.04,2.14,1.37,1.82
Umbria,2021-12-12,1.57,1.06,2.08,1.3800000000000001,1.8
Umbria,2021-12-13,1.61,1.1500000000000001,2.12,1.45,1.85
Umbria,2021-12-14,1.6500000000000001,1.21,2.12,1.46,1.83
Umbria,2021-12-15,1.56,1.1500000000000001,2.0100000000000002,1.3900000000000001,1.74
Umbria,2021-12-16,1.74,1.35,2.15,1.6,1.93
Umbria,2021-12-17,1.09,0.72,1.51,0.97,1.3
Umbria,2021-12-18,1.42,1.04,1.81,1.29,1.61
Umbria,2021-12-19,1.6500000000000001,1.31,2.0300000000000002,1.54,1.84
Umbria,2021-12-20,2.05,1.74,2.38,1.96,2.23
Umbria,2021-12-21,2.09,1.82,2.39,1.97,2.2
Umbria,2021-12-22,1.84,1.6,2.12,1.74,1.95
Umbria,2021-12-23,1.09,0.84,1.35,1.0,1.21
Umbria,2021-12-24,1.72,1.48,1.96,1.6400000000000001,1.84
Umbria,2021-12-25,2.37,2.18,2.59,2.31,2.48
Umbria,2021-12-26,2.22,2.05,2.4,2.17,2.32
Umbria,2021-12-27,1.8900000000000001,1.74,2.06,1.83,1.96
Umbria,2021-12-28,1.33,1.18,1.49,1.28,1.41
Umbria,2021-12-29,1.3900000000000001,1.24,1.53,1.33,1.45
Umbria,2021-12-30,1.76,1.6300000000000001,1.9000000000000001,1.71,1.82
Veneto,2021-10-22,2.4,1.6300000000000001,3.21,2.11,2.7600000000000002
Veneto,2021-10-23,2.99,2.45,3.56,2.81,3.27
Veneto,2021-10-24,2.11,1.6500000000000001,2.59,1.95,2.34
Veneto,2021-10-25,1.67,1.24,2.14,1.51,1.8800000000000001
Veneto,2021-10-26,1.68,1.27,2.13,1.51,1.86
Veneto,2021-10-27,1.43,1.03,1.85,1.29,1.6300000000000001
Veneto,2021-10-28,1.25,0.86,1.67,1.09,1.42
Veneto,2021-10-29,1.26,0.87,1.6600000000000001,1.1300000000000001,1.46
Veneto,2021-10-30,1.17,0.79,1.57,1.03,1.35
Veneto,2021-10-31,1.0,0.62,1.4000000000000001,0.86,1.18
Veneto,2021-11-01,1.05,0.67,1.45,0.91,1.23
Veneto,2021-11-02,1.3,0.93,1.69,1.1500000000000001,1.46
Veneto,2021-11-03,1.31,0.96,1.69,1.18,1.48
Veneto,2021-11-04,1.54,1.21,1.9000000000000001,1.44,1.73
Veneto,2021-11-05,1.21,0.89,1.56,1.11,1.3900000000000001
Veneto,2021-11-06,1.18,0.85,1.51,1.08,1.36
Veneto,2021-11-07,1.3800000000000001,1.08,1.72,1.29,1.56
Veneto,2021-11-08,1.52,1.22,1.82,1.42,1.67
Veneto,2021-11-09,1.35,1.07,1.6500000000000001,1.26,1.5
Veneto,2021-11-10,1.35,1.08,1.6400000000000001,1.25,1.48
Veneto,2021-11-11,1.08,0.8200000000000001,1.3800000000000001,0.99,1.22
Veneto,2021-11-12,1.2,0.9400000000000001,1.49,1.12,1.35
Veneto,2021-11-13,1.28,1.03,1.56,1.2,1.42
Veneto,2021-11-14,1.26,1.0,1.51,1.16,1.37
Veneto,2021-11-15,1.32,1.08,1.58,1.25,1.46
Veneto,2021-11-16,1.08,0.84,1.33,0.98,1.18
Veneto,2021-11-17,1.46,1.24,1.71,1.4000000000000001,1.6
Veneto,2021-11-18,1.27,1.05,1.5,1.2,1.3900000000000001
Veneto,2021-11-19,1.1400000000000001,0.93,1.3800000000000001,1.08,1.27
Veneto,2021-11-20,1.1400000000000001,0.93,1.37,1.06,1.24
Veneto,2021-11-21,1.29,1.09,1.52,1.23,1.41
Veneto,2021-11-22,1.1400000000000001,0.9400000000000001,1.36,1.06,1.23
Veneto,2021-11-23,1.31,1.11,1.51,1.25,1.42
Veneto,2021-11-24,1.1300000000000001,0.9400000000000001,1.34,1.07,1.24
Veneto,2021-11-25,1.28,1.1,1.49,1.22,1.3800000000000001
Veneto,2021-11-26,1.1500000000000001,0.97,1.35,1.09,1.25
Veneto,2021-11-27,1.1400000000000001,0.9500000000000001,1.32,1.08,1.24
Veneto,2021-11-28,1.03,0.85,1.22,0.98,1.1400000000000001
Veneto,2021-11-29,1.22,1.04,1.4000000000000001,1.16,1.31
Veneto,2021-11-30,1.28,1.11,1.46,1.23,1.3800000000000001
Veneto,2021-12-01,1.02,0.85,1.2,0.97,1.12
Veneto,2021-12-02,0.98,0.81,1.16,0.93,1.08
Veneto,2021-12-03,1.07,0.91,1.26,1.02,1.17
Veneto,2021-12-04,1.11,0.9400000000000001,1.28,1.04,1.18
Veneto,2021-12-05,1.23,1.07,1.41,1.17,1.31
Veneto,2021-12-06,0.78,0.61,0.9500000000000001,0.72,0.86
Veneto,2021-12-07,1.1,0.9400000000000001,1.28,1.04,1.18
Veneto,2021-12-08,1.23,1.07,1.4000000000000001,1.18,1.32
Veneto,2021-12-09,1.1500000000000001,0.99,1.31,1.11,1.25
Veneto,2021-12-10,1.11,0.9500000000000001,1.27,1.04,1.17
Veneto,2021-12-11,1.01,0.85,1.17,0.9400000000000001,1.07
Veneto,2021-12-12,0.72,0.56,0.89,0.67,0.81
Veneto,2021-12-13,0.88,0.73,1.07,0.8300000000000001,0.97
Veneto,2021-12-14,1.27,1.12,1.45,1.23,1.37
Veneto,2021-12-15,0.87,0.71,1.04,0.8200000000000001,0.96
Veneto,2021-12-16,1.08,0.93,1.26,1.03,1.17
Veneto,2021-12-17,0.99,0.8300000000000001,1.16,0.9400000000000001,1.08
Veneto,2021-12-18,0.98,0.8300000000000001,1.16,0.9400000000000001,1.08
Veneto,2021-12-19,1.04,0.89,1.22,1.0,1.1400000000000001
Veneto,2021-12-20,1.18,1.02,1.34,1.11,1.24
Veneto,2021-12-21,0.48,0.31,0.65,0.42,0.56
Veneto,2021-12-22,1.31,1.1500000000000001,1.48,1.26,1.4000000000000001
Veneto,2021-12-23,0.88,0.71,1.04,0.8200000000000001,0.96
Veneto,2021-12-24,0.96,0.81,1.1500000000000001,0.91,1.05
Veneto,2021-12-25,1.87,1.72,2.02,1.83,1.96
Veneto,2021-12-26,1.87,1.74,2.0100000000000002,1.81,1.92
Veneto,2021-12-27,2.05,1.93,2.17,2.0100000000000002,2.11
Veneto,2021-12-28,1.4000000000000001,1.29,1.52,1.36,1.46
Veneto,2021-12-29,1.27,1.16,1.3800000000000001,1.22,1.31
Veneto,2021-12-30,1.59,1.49,1.7,1.56,1.6500000000000001
