date,sub_region_1,place_id,infected,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,92582,-34,-11.42857143,16.71428571,-27.42857143,-46.85714286,15.28571429
1/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,94121,-34.42857143,-5.428571429,10,-31.85714286,-44.85714286,16.71428571
1/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,95159,-37.85714286,-4.428571429,6,-38.14285714,-45.28571429,17.71428571
1/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,94956,-42,-7.285714286,-3.285714286,-44,-47.42857143,18.71428571
1/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,94228,-49,-12.14285714,-16.71428571,-51,-50.28571429,20.57142857
1/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,91299,-59.28571429,-26.14285714,-32.57142857,-60.28571429,-57.14285714,23.85714286
1/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,92176,-62.42857143,-33.42857143,-47.57142857,-66.14285714,-55.57142857,24.14285714
1/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,90950,-53.14285714,-19.42857143,-38.85714286,-60,-46.71428571,20.57142857
1/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,89451,-50.71428571,-16.57142857,-35,-57.42857143,-43,19.57142857
1/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,88813,-50.57142857,-16.28571429,-36.28571429,-57.42857143,-42.71428571,19.57142857
1/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,87540,-52,-19.85714286,-36.85714286,-56.71428571,-38.85714286,18.71428571
1/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,84725,-49.85714286,-20.71428571,-33.57142857,-54.14285714,-34.42857143,17.14285714
1/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,81970,-45,-13.28571429,-30.42857143,-50,-25.85714286,13.85714286
1/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,79825,-47.71428571,-15.14285714,-31,-50.42857143,-25.71428571,13.71428571
1/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,75353,-50.85714286,-17.28571429,-35,-51.42857143,-25.71428571,13.71428571
1/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,72371,-50.57142857,-17.28571429,-34,-51.28571429,-25.85714286,13.28571429
1/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,70640,-50.42857143,-17.14285714,-33.57142857,-51.42857143,-26.28571429,13
1/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,69083,-50.85714286,-18.42857143,-34,-51.85714286,-27,12.71428571
1/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,63171,-51.14285714,-19.71428571,-34.14285714,-52.28571429,-27.57142857,12.42857143
1/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,57469,-51.42857143,-20.57142857,-36.28571429,-52.85714286,-28,12.42857143
1/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,53557,-51.57142857,-20.85714286,-38.28571429,-53,-28,12.42857143
1/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,49850,-51.85714286,-21.42857143,-40.28571429,-53.42857143,-27.85714286,12.57142857
1/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,47541,-51.85714286,-21.28571429,-43.14285714,-54,-27.71428571,12.71428571
1/24/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,45706,-51,-20.42857143,-41.14285714,-53,-27.14285714,12.57142857
1/25/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,44519,-50.71428571,-20.14285714,-41.57142857,-52.85714286,-26.85714286,12.57142857
1/26/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,41787,-50.14285714,-19.57142857,-39.14285714,-52.28571429,-26.57142857,12.42857143
1/27/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,41345,-49.71428571,-19.42857143,-37.71428571,-51.85714286,-26.28571429,12.28571429
1/28/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38964,-49.14285714,-19,-36,-51.28571429,-26,12.14285714
1/29/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,36965,-48.28571429,-18,-33.28571429,-50.57142857,-25.71428571,11.85714286
1/30/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,34677,-47.42857143,-17.42857143,-29.57142857,-49.57142857,-25.14285714,11.57142857
1/31/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,33945,-47.57142857,-17.28571429,-31.71428571,-50.14285714,-24.85714286,11.71428571
2/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,33820,-45,-16.71428571,-28.85714286,-48.57142857,-24.28571429,11.28571429
2/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,32044,-42.71428571,-16.28571429,-28,-47.42857143,-23.85714286,10.85714286
2/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,30360,-40.85714286,-16.14285714,-28.14285714,-46.42857143,-23.42857143,10.42857143
2/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,28704,-39,-15.85714286,-27.14285714,-45.42857143,-23,10
2/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,27926,-37.14285714,-15.71428571,-25.42857143,-44,-22.57142857,9.571428571
2/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,27217,-34.71428571,-15.28571429,-22.28571429,-42,-21.85714286,8.714285714
2/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26970,-32,-14.57142857,-21.28571429,-41.14285714,-21,8
2/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26930,-32.14285714,-14.71428571,-20.71428571,-41,-21,8
2/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26330,-32.14285714,-14.57142857,-21.14285714,-40.85714286,-20.85714286,8
2/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25971,-32,-14.14285714,-21.57142857,-41,-20.71428571,8.142857143
2/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25618,-31.42857143,-13.57142857,-20.42857143,-40.85714286,-20.42857143,8
2/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25409,-31.28571429,-13,-21.71428571,-41.14285714,-20.28571429,8
2/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24929,-31,-12.42857143,-22,-41.42857143,-20.28571429,8
2/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24814,-28.42857143,-11.28571429,-11.14285714,-37.71428571,-19.71428571,7.285714286
2/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24810,-28,-10.85714286,-9,-38.28571429,-20.71428571,7.428571429
2/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24253,-27.28571429,-10.42857143,-5.285714286,-38.57142857,-21.71428571,7.714285714
2/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23378,-26.71428571,-10,0.142857143,-38.42857143,-22.42857143,7.714285714
2/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21986,-26.85714286,-9.857142857,1,-38.28571429,-22.28571429,7.857142857
2/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21487,-26.71428571,-9.571428571,3.428571429,-37.85714286,-22,7.857142857
2/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21787,-26.71428571,-9.571428571,5.857142857,-37.14285714,-21.42857143,7.857142857
2/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22085,-27.42857143,-9.571428571,4.857142857,-37.57142857,-21.42857143,8
2/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22284,-27.71428571,-9.428571429,3.142857143,-36.85714286,-20,7.857142857
2/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22297,-28.28571429,-9.285714286,0.714285714,-36.42857143,-18.57142857,7.571428571
2/24/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22332,-28,-9.142857143,1.857142857,-35.42857143,-17.42857143,7.285714286
2/25/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22949,-27.42857143,-9.142857143,5.142857143,-34.85714286,-17.28571429,7.142857143
2/26/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23439,-26.85714286,-9,8.428571429,-34.14285714,-17.14285714,6.857142857
2/27/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24032,-26.42857143,-8.857142857,10.71428571,-33.42857143,-17.14285714,6.714285714
2/28/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24519,-25.71428571,-8.285714286,13.42857143,-32.28571429,-17,6.428571429
3/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24910,-25.28571429,-7.571428571,15.42857143,-32,-16.85714286,6.285714286
3/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25224,-24.85714286,-7.142857143,17.85714286,-31.71428571,-16.71428571,6.285714286
3/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25764,-24.85714286,-6.714285714,17,-31.71428571,-16.71428571,6.285714286
3/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26601,-25,-6.285714286,14.57142857,-32,-16.71428571,6.285714286
3/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,27440,-25,-5.714285714,12.85714286,-32.28571429,-16.71428571,6.428571429
3/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,28292,-25,-5.142857143,10.14285714,-33.14285714,-16.71428571,6.571428571
3/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,29068,-25,-5,8.571428571,-34,-16.57142857,6.714285714
3/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,29514,-27.14285714,-5.142857143,6.285714286,-35.14285714,-16.85714286,7
3/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,30210,-29.57142857,-5.571428571,3.857142857,-35.85714286,-17.14285714,7.285714286
3/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,30788,-31.71428571,-5.571428571,2.571428571,-36.42857143,-17.28571429,7.571428571
3/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,31674,-33.85714286,-5.428571429,0.714285714,-37.14285714,-17.57142857,8
3/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,32550,-35.57142857,-4.714285714,-1.428571429,-38,-17.85714286,8.428571429
3/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,34062,-37.57142857,-4.285714286,-3.714285714,-39.28571429,-18.14285714,9
3/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,35006,-41.57142857,-4.714285714,-13,-42.71428571,-18.85714286,10
3/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,35324,-44.14285714,-7.285714286,-16.57142857,-44.71428571,-20.28571429,10.85714286
3/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,35713,-46.14285714,-8.571428571,-19.57142857,-46.85714286,-21.85714286,11.71428571
3/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,36442,-48.14285714,-9.857142857,-22.14285714,-49.14285714,-23.28571429,12.57142857
3/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,36938,-49.85714286,-11,-23.85714286,-51,-24.57142857,13.28571429
3/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,37613,-51.71428571,-12.85714286,-25.85714286,-52.85714286,-25.85714286,14
3/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38333,-54.28571429,-14.85714286,-30.57142857,-55.28571429,-27.71428571,14.85714286
3/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38954,-55.85714286,-16.85714286,-31,-56.42857143,-29.28571429,15.42857143
3/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39174,-54.57142857,-15.42857143,-28.42857143,-55.85714286,-29,15.28571429
3/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39083,-53.71428571,-14.57142857,-26.85714286,-55.42857143,-28.71428571,15
3/24/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39128,-53,-14,-25,-54.85714286,-28.57142857,14.71428571
3/25/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39183,-52.42857143,-13.71428571,-22.71428571,-54.28571429,-28.42857143,14.57142857
3/26/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39356,-52.14285714,-13.57142857,-20.57142857,-54.14285714,-28.42857143,14.42857143
3/27/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39231,-51.42857143,-12.85714286,-18.42857143,-53.28571429,-28,14.14285714
3/28/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39649,-50.85714286,-12.42857143,-17,-52.71428571,-27.28571429,13.85714286
3/29/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,39644,-50.42857143,-12.14285714,-15.71428571,-52.42857143,-27.14285714,13.57142857
3/30/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38667,-49.85714286,-11.71428571,-13.71428571,-52,-26.85714286,13.42857143
3/31/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38697,-49,-10.71428571,-11.57142857,-51.57142857,-26.71428571,13.14285714
4/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,38618,-47.85714286,-8.428571429,-9.285714286,-51.28571429,-26.85714286,12.85714286
4/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,37999,-46.85714286,-4.857142857,-7,-50.85714286,-27.71428571,12.85714286
4/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,37503,-46.42857143,-2.428571429,-7.285714286,-51,-29.28571429,12.71428571
4/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,37467,-47.85714286,-9.142857143,-8.285714286,-51.57142857,-29.57142857,12.42857143
4/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,37472,-51.71428571,-15.57142857,-5.428571429,-54,-38,14.42857143
4/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,36986,-51.28571429,-15.71428571,-11,-54.42857143,-38.42857143,14.57142857
4/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,35537,-50.42857143,-15.71428571,-13.42857143,-53.28571429,-37.28571429,14.28571429
4/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,34139,-49.71428571,-17,-14,-52,-35.71428571,13.85714286
4/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,32918,-49,-19.57142857,-14.71428571,-50.42857143,-33.28571429,13.14285714
4/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,32535,-47.57142857,-21.14285714,-11.28571429,-48.42857143,-30.14285714,12.57142857
4/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,31807,-46.42857143,-14,-15.71428571,-48.71428571,-30.28571429,13.14285714
4/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,31687,-41.85714286,-7.285714286,-23.57142857,-45.42857143,-20.71428571,11
4/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,30559,-41,-6.428571429,-21.71428571,-44,-19.14285714,10.57142857
4/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,29442,-40.42857143,-6.142857143,-19.42857143,-43.42857143,-18.85714286,10.42857143
4/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,28332,-40.28571429,-6,-20.57142857,-43.28571429,-18.71428571,10.42857143
4/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,27479,-39.85714286,-5.857142857,-19,-42.85714286,-18.57142857,10.28571429
4/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26643,-39.42857143,-5.714285714,-17.42857143,-42.42857143,-18.28571429,10.14285714
4/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26444,-37.71428571,-4.571428571,-10.14285714,-40,-17.28571429,9.428571429
4/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,26522,-36.71428571,-3.857142857,-4.142857143,-39,-17,9
4/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,25455,-36,-3.857142857,1.857142857,-38,-16.71428571,8.571428571
4/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,24593,-36,-4.142857143,1.571428571,-37.85714286,-16.57142857,8.571428571
4/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23755,-35.57142857,-4.142857143,3.714285714,-37.42857143,-16.28571429,8.428571429
4/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23307,-35.42857143,-4,4.142857143,-37.28571429,-16.14285714,8.285714286
4/24/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23219,-35.14285714,-3.714285714,5.714285714,-36.71428571,-15.85714286,8.142857143
4/25/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23312,-34.28571429,-3.714285714,10.14285714,-35.42857143,-15.42857143,7.714285714
4/26/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,23507,-32.71428571,-3.285714286,9.857142857,-34.85714286,-15.14285714,7.571428571
4/27/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22844,-31.42857143,-2.857142857,7.571428571,-34.71428571,-15,7.571428571
4/28/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22519,-29.42857143,-2.428571429,11,-33.71428571,-14.57142857,7.142857143
4/29/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,22255,-28.42857143,-1.857142857,8,-33.28571429,-14.42857143,7
4/30/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21892,-26.57142857,0.142857143,8.714285714,-32.28571429,-14.28571429,6.714285714
5/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21776,-27.28571429,-5.428571429,11,-32.85714286,-19.85714286,7
5/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21740,-24.71428571,-3.285714286,12.42857143,-31.71428571,-19.57142857,6.571428571
5/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21923,-23.85714286,-2.142857143,16.71428571,-30.71428571,-19.42857143,6.285714286
5/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,21014,-23,-1.714285714,21.42857143,-29.71428571,-19,6
5/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,20176,-22.85714286,-1.285714286,20.85714286,-29.57142857,-19,5.857142857
5/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,20035,-22,-1.285714286,24.85714286,-29.14285714,-18.85714286,5.571428571
5/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,19629,-21.71428571,-3.142857143,25.85714286,-28.71428571,-18.57142857,5.428571429
5/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,19128,-18,2.428571429,29.28571429,-25.28571429,-12.57142857,4.285714286
5/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,19026,-16.14285714,1.285714286,35.85714286,-22.28571429,-11.71428571,3.571428571
5/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,19036,-16.28571429,0.428571429,36.14285714,-22.14285714,-11.57142857,3.571428571
5/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,18278,-17.28571429,0.142857143,28.71428571,-22.85714286,-11.71428571,3.857142857
5/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,17635,-17.42857143,0.428571429,25.14285714,-23.42857143,-11.71428571,4.142857143
5/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,17111,-17.57142857,0.142857143,23,-23.28571429,-11.71428571,4.285714286
5/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,16735,-18,0.142857143,19.85714286,-23.57142857,-11.71428571,4.571428571
5/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,15894,-18.14285714,0.285714286,16.85714286,-24.28571429,-11.57142857,4.857142857
5/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,15616,-19.42857143,0.571428571,9.428571429,-26.28571429,-11.71428571,5.428571429
5/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,15510,-19.14285714,0.857142857,8.428571429,-26.14285714,-11.42857143,5.428571429
5/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,14481,-17.71428571,1,16.28571429,-25,-11,5
5/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,13620,-17.42857143,0.571428571,17.71428571,-24.42857143,-10.71428571,4.857142857
5/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,12646,-16,1.142857143,24.57142857,-24,-10.28571429,4.428571429
5/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,11791,-14.57142857,1.428571429,31.57142857,-23.14285714,-10.14285714,4
5/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,11296,-13.85714286,1.714285714,32.71428571,-22.57142857,-9.571428571,3.857142857
5/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,11150,-11.57142857,2.285714286,40.42857143,-20.57142857,-8.571428571,3.428571429
5/24/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,11055,-13.14285714,1.142857143,33.85714286,-21.85714286,-8.857142857,3.857142857
5/25/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,10531,-12.85714286,1.857142857,34.57142857,-22,-8.714285714,3.857142857
5/26/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,9704,-11.71428571,2.142857143,41.14285714,-21.28571429,-8.428571429,3.571428571
5/27/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,9377,-11.85714286,2,40.57142857,-21,-8.285714286,3.714285714
5/28/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,9043,-11.42857143,2.285714286,43,-20.28571429,-7.857142857,3.428571429
5/29/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,8761,-11.14285714,2.285714286,46.57142857,-19,-7.571428571,3.142857143
5/30/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,8710,-10.71428571,2.857142857,49.71428571,-18.14285714,-7.142857143,2.857142857
5/31/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,8666,-7.714285714,5,64.14285714,-15.85714286,-6.857142857,2.142857143
6/1/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,8137,-5.285714286,7.285714286,72.85714286,-15,-7.285714286,1.571428571
6/2/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,7752,-4.571428571,3.571428571,97.71428571,-15.28571429,-17.42857143,2.857142857
6/3/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,7700,-3.428571429,5.285714286,103.2857143,-14.14285714,-17.57142857,2.571428571
6/4/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,7417,-2.714285714,5.857142857,106.5714286,-13.85714286,-17.71428571,2.571428571
6/5/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6990,-2.142857143,5.714285714,108.4285714,-13.71428571,-17.57142857,2.285714286
6/6/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6880,-3,6.142857143,99.71428571,-15.42857143,-17.42857143,2.714285714
6/7/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6819,-3.285714286,5.714285714,94.14285714,-16.71428571,-18.14285714,3
6/8/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6507,-4.428571429,3.571428571,89.28571429,-17.71428571,-18.57142857,3.428571429
6/9/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6327,-4.142857143,7.857142857,66.28571429,-17.85714286,-9.285714286,2
6/10/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6185,-4,7,63.42857143,-19.28571429,-10,2
6/11/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,6068,-4.285714286,6.714285714,59.57142857,-20.57142857,-11,2
6/12/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5930,-4.428571429,6.285714286,59.57142857,-21.28571429,-12.57142857,1.857142857
6/13/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5920,-3.714285714,6,65.14285714,-19.42857143,-12.57142857,1
6/14/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5880,-3.285714286,6.142857143,69.71428571,-19,-12.71428571,0.571428571
6/15/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5716,-3.285714286,6.142857143,71,-18.85714286,-13,0.428571429
6/16/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5609,-3.285714286,6.142857143,71.71428571,-18.85714286,-13.28571429,0.285714286
6/17/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5507,-3.571428571,5.714285714,73,-18.85714286,-13.57142857,0.142857143
6/18/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5385,-3.428571429,5.285714286,76,-18.71428571,-13.71428571,0
6/19/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5285,-3.714285714,5,76.28571429,-18.71428571,-14,-0.142857143
6/20/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5212,-4.428571429,4.857142857,74.57142857,-19.57142857,-14.28571429,-0.142857143
6/21/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5200,-4.571428571,4.571428571,75.28571429,-19.85714286,-14.57142857,-0.142857143
6/22/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,5052,-4.571428571,4.428571429,76.14285714,-20,-14.71428571,-0.285714286
6/23/2021,Veneto,ChIJd7cEzPHXeEcRcHyQFYcJBwE,4899,-4.857142857,4,76.85714286,-20,-14.85714286,-0.285714286
